A,Name on ballot,Candidate Sequence,Unnamed: 3,Type Nominat- ion,Electoral district,Unnamed: 6,Sex,Candidate's full name,Voter number,Sex_raw
251,Rights Movement,28,,Party,Babylon,,Female,Saba Sabah Hamoud Hamadi Al-Ammar,2181,female
257,State of Law Coalition,1,,Alliance,Babylon,,Male,Jabbar Jawad Kazim Mughair Al-Hamdani,2182,Male
257,State of Law Coalition,2,,Alliance,Babylon,,Male,Thaer Abdulkadhim MakhifAl-Jabouri's book,2183,Male
257,State of Law Coalition,3,,Alliance,Babylon,,Male,Falah Abdul Karim Rasn Y Manukh Al- Khafaji,2184,Male
257,State of Law Coalition,4,,Alliance,Babylon,,Female,Dunya Abdul-Jabbar Ali Ji Al-Shammari,2185,female
257,State of Law Coalition,5,,Alliance,Babylon,,Male,Mahdi Manfan y Abbas Karim Al- Jubouri,2186,Male
257,State of Law Coalition,6,,Alliance,Babylon,,Male,Ali Sabji Kamel Mohammed Hassan Al-Maliki,2187,Male
257,State of Law Coalition,7,,Alliance,Babylon,,Male,Mu'ayyad Ghanem Abdullah Alawi Al-Alwani,2188,Male
257,State of Law Coalition,8,,Alliance,Babylon,,Female,Ahlam Rashid Hamza Ob- aid Al-Watifen Y,2189,female
257,State of Law Coalition,9,,Alliance,Babylon,,Female,Manal Wahab Mohammed Fadel Al-Maslamawi,2190,female
257,State of Law Coalition,10,,Alliance,Babylon,,Male,Haider Muhammad Katta' Safih Rasitmawi,2191,Male
257,State of Law Coalition,11,,Alliance,Babylon,,Male,Ammaratheer Mohammed Wahid Rajih Al-Marzoufri,2192,Male
257,State of Law Coalition,13,,Alliance,Babylon,,Male,Khazal Ali Hassan Abdul Awady,2193,Male
257,State of Law Coalition,14,,Alliance,Babylon,,Male,Ali Madlul Hamad Jassim Al-Bujassim,2194,Male
257,State of Law Coalition,15,,Alliance,Babylon,,Male,Mohammed Salman Mohammed Hajem Al-Hajem,2195,Male
257,State of Law Coalition,16,,Alliance,Babylon,,Female,Enaam Alaa El-Din Hamoudi Mahmoud Al-Abidi,2196,female
257,State of Law Coalition,17,,Alliance,Babylon,,Male,Ali Ibrahim Zahir Suleiman Al-Himir Y,2197,Male
257,State of Law Coalition,18,,Alliance,Babylon,,Male,قاسم جواد امير غالیي الجبوري,2198,Male
257,State of Law Coalition,19,,Alliance,Babylon,,Male,Muhammad Musa Hamza Hassan Al- Harni,2199,Male
257,State of Law Coalition,20,,Alliance,Babylon,,Female,Muthanna Ghanem Kareem Hassan Al-Moussawi,2200,female
257,State of Law Coalition,21,,Alliance,Babylon,,Male,I am sad about Mohsen Hamza Ali Al- Zaghithi,2201,Male
257,State of Law Coalition,22,,Alliance,Babylon,,Male,Ahmed Mohsen Ali Musa Al-Fayyadh,2202,Male
257,State of Law Coalition,23,,Alliance,Babylon,,Male,Nima Mansour Aifan Sultan Al Shamri,2203,Male
257,State of Law Coalition,24,,Alliance,Babylon,,Female,Kholoud Muzan Khalil Abdul Sheikh Al-Musaid,2204,female
257,State of Law Coalition,25,,Alliance,Babylon,,Male,Murtazan Abdul Ali Jassim Mo- hammed Al-Yasiri,2205,Male
257,State of Law Coalition,26,,Alliance,Babylon,,Male,Haitham Mohammed Kazim Mansi Al-Jabouri,2206,Male
257,State of Law Coalition,27,,Alliance,Babylon,,Male,Alaa Shamran Fair and Mahdi Al-Amari,2207,Male
257,State of Law Coalition,28,,Alliance,Babylon,,Female,Sahar Fakhri Abbas Imran Shamri,2208,female
257,State of Law Coalition,29,,Alliance,Babylon,,Male,Abbas Awda Hamoudkredi Al-Bouali,2209,Male
257,State of Law Coalition,30,,Alliance,Babylon,,Male,Ahmed Shaker Fadel Nayel Al-Khafaji,2210,Male
257,State of Law Coalition,32,,Alliance,Babylon,,Female,Nagham Saleh Tumankaser Y Al- Jabouri,2211,female
259,National Depth Allia- nce,1,,Alliance,Babylon,,Male,"Jassim Mohammed Ashlaka, the end of evil, technically",2212,Male
259,National Depth Allia- nce,2,,Alliance,Babylon,,Male,"I feel sorry for you, I feel sorry for your leftist brother",2213,Male
259,National Depth Allia- nce,3,,Alliance,Babylon,,Male,Dhulfikar Ali Mohsen Aziz Al-Khafaji,2214,Male
259,National Depth Allia- nce,4,,Alliance,Babylon,,Female,Nagham Ali Muhammad Kassar Al-Hasnawi,2215,female
259,National Depth Allia- nce,5,,Alliance,Babylon,,Male,Hamid Ayal Matroud Abboud Dagheer,2216,Male
259,National Depth Allia- nce,9,,Alliance,Babylon,,Female,Rafat Abbas Abboud Marouf Marouf,2217,female
259,National Depth Allia- nce,10,,Alliance,Babylon,,Male,Ahmed Hadi Obaid Hajem Al-Kawam,2218,Male
259,National Depth Allia- nce,12,,Alliance,Babylon,,Male,Hassan Falah Hassan Dokhna Al-Asadi,2219,Male
259,National Depth Allia- nce,13,,Alliance,Babylon,,Male,Mohammed Shaker Abdul Jabbar Arasn Y,2220,Male
259,National Depth Allia- nce,14,,Alliance,Babylon,,Male,Hasir N Nima Muhsin Kadhim Dha- bahawi,2221,Male
259,National Depth Allia- nce,15,,Alliance,Babylon,,Male,Hassan Thamer succeeded Hassan Al-Boubdallah,2222,Male
259,National Depth Allia- nce,16,,Alliance,Babylon,,Female,Loyalty Abdul Haseer N Jawad Salman Al-Zahir,2223,female
259,National Depth Allia- nce,17,,Alliance,Babylon,,Male,Abdul Salam Khalaf Hassan Aziz Al-Sultani,2224,Male
259,National Depth Allia- nce,20,,Alliance,Babylon,,Female,Loyalty to Talib Kazim Haseer N Al- Khazaali,2225,female
259,National Depth Allia- nce,21,,Alliance,Babylon,,Male,Haider Kazim Habib Kazim Mansour,2226,Male
259,National Depth Allia- nce,23,,Alliance,Babylon,,Male,Ali Hassan Hamyouzi Freiji,2227,Male
259,National Depth Allia- nce,24,,Alliance,Babylon,,Female,Azhar Ali Abdul-Amir Kadhim Al- Tani,2228,female
259,National Depth Allia- nce,25,,Alliance,Babylon,,Male,Haider Hadi Jassim Daji Al-Maamouri,2229,Male
259,National Depth Allia- nce,26,,Alliance,Babylon,,Male,Ali Jassim Jafarkadhim Al-Naeemiyi,2230,Male
259,National Depth Allia- nce,28,,Alliance,Babylon,,Female,Rawaa Qaed Haseer N Jassim Al Manso- uri,2231,female
259,National Depth Allia- nce,30,,Alliance,Babylon,,Female,Warka Muhammad Hasir N Hamza Emirate,2232,female
259,National Depth Allia- nce,32,,Alliance,Babylon,,Female,رنا احسان عبدالامير علوان الحرني,2233,female
259,National Depth Allia- nce,33,,Alliance,Babylon,,Male,Taha Ibrahim Abdel Abbas Rasn Y Al-Ajili,2234,Male
259,National Depth Allia- nce,34,,Alliance,Babylon,,Female,Zeina Joudtkadhim Aziz Al-Zaidi,2235,female
271,Services Alliance,1,,Alliance,Babylon,,Male,Yasser Hashem Ali Abbas Al-Husaythan Y,2236,Male
271,Services Alliance,2,,Alliance,Babylon,,Male,Mohammed Hadikadhim Abboud Al-Shammari,2237,Male
271,Services Alliance,3,,Alliance,Babylon,,Male,Saad Hamed Hadi Matloub Al-Maamouri,2238,Male
271,Services Alliance,4,,Alliance,Babylon,,Female,The days of Hasir Muhammad Aziz Al- Fariji,2239,female
271,Services Alliance,5,,Alliance,Babylon,,Male,Muhammad Ali Hasir N Ali Al-Masoudi,2240,Male
271,Services Alliance,6,,Alliance,Babylon,,Male,Mohammed Nour Mohsen Kazem Al-Awady,2241,Male
271,Services Alliance,7,,Alliance,Babylon,,Male,Saadi Latif Khorshid Juma Sultani,2242,Male
271,Services Alliance,8,,Alliance,Babylon,,Female,Zainab Awad Nasser Khalil Al-Awady,2243,female
271,Services Alliance,9,,Alliance,Babylon,,Male,Ayad Hassan Mahdi Kouh Al-Zaghithi,2244,Male
271,Services Alliance,10,,Alliance,Babylon,,Male,Amer Majeed Mohsen Khadnabouhia,2245,Male
271,Services Alliance,11,,Alliance,Babylon,,Male,Haidar Rahim Jirasn Y. al- Kurdi,2246,Male
271,Services Alliance,12,,Alliance,Babylon,,Female,Nasheen Jim Hassan Issa Al-Awady,2247,female
271,Services Alliance,13,,Alliance,Babylon,,Male,Haider Ajaj Abtan Hassoun Al-Sultani,2248,Male
271,Services Alliance,14,,Alliance,Babylon,,Male,Abdul Karim Kamil Hamid Issa Al-Alwani,2249,Male
271,Services Alliance,15,,Alliance,Babylon,,Male,Abdul Wahid Ali Kazim Abbas Al-Gharani,2250,Male
271,Services Alliance,16,,Alliance,Babylon,,Female,Sahar Fadel Jawad Rashid Al-Bir Manni,2251,female
271,Services Alliance,17,,Alliance,Babylon,,Male,Hasir N Hassankataa Mus Jal- iha,2252,Male
271,Services Alliance,18,,Alliance,Babylon,,Male,Hasir N Mazharna Sahrha N Al- Awidi,2253,Male
271,Services Alliance,19,,Alliance,Babylon,,Male,"Muhammad Jabbar, the owner of Attia Al-Awidi",2254,Male
271,Services Alliance,20,,Alliance,Babylon,,Female,بيان صاحب عبود خنجر الفتلاوي,2255,female
271,Services Alliance,21,,Alliance,Babylon,,Male,Hassan Khleibes Obaidi Shop,2256,Male
271,Services Alliance,22,,Alliance,Babylon,,Male,I am sad about Jassim Moh- ammed Abdul Sultani,2257,Male
271,Services Alliance,23,,Alliance,Babylon,,Male,Mustafa Hamza Abdul Radam Al- Matrawi,2258,Male
271,Services Alliance,24,,Alliance,Babylon,,Female,Ghada Talib Hassoun Faris Al-Maamouri,2259,female
271,Services Alliance,25,,Alliance,Babylon,,Male,Barq Mohammed Abdulkadhim Al-Zubaidi,2260,Male
271,Services Alliance,26,,Alliance,Babylon,,Male,Sajjad Qasim Kazim Sultan Al-Mousawi,2261,Male
271,Services Alliance,27,,Alliance,Babylon,,Male,Haider Makhif Abdul-Sada Akrouk Saidi,2262,Male
271,Services Alliance,28,,Alliance,Babylon,,Female,In memory of Mohsen Ne'meh Ali Al-Sultani,2263,female
271,Services Alliance,29,,Alliance,Babylon,,Male,Fadhel Hasiran Mishari Shatab Shatab,2264,Male
271,Services Alliance,30,,Alliance,Babylon,,Male,Abbas Hasir Abdiyoub Shanni Al-Khafaji,2265,Male
271,Services Alliance,31,,Alliance,Babylon,,Male,Salah Ayed Khadir Kleib Al-Janani,2266,Male
271,Services Alliance,32,,Alliance,Babylon,,Female,Alaa Naji Saeed Salman Al-Rukani,2267,female
271,Services Alliance,33,,Alliance,Babylon,,Male,Haider Abbas Nasser Joudah Al-Maamouri,2268,Male
271,Services Alliance,34,,Alliance,Babylon,,Female,Visions of Ali Hasirn Hamza Al-Tamimi,2269,female
202,Sadiqun Movement,1,,Party,Baghdad,,Male,Naeem Abdul Yasser Al-Aboudi,2270,Male
202,Sadiqun Movement,2,,Party,Baghdad,,Male,"Qasim Nima, the guarantor of Abdullah Al-Daraji",2271,Male
202,Sadiqun Movement,3,,Party,Baghdad,,Male,Hasir N Hashim Bakr Hasir N Al-Amri,2272,Male
202,Sadiqun Movement,4,,Party,Baghdad,,Female,Zainab Juma Fakher Nema Al-Moussawi,2273,female
202,Sadiqun Movement,5,,Party,Baghdad,,Male,Jasm Kazim Jassim Awad Al-Amri,2274,Male
202,Sadiqun Movement,6,,Party,Baghdad,,Male,Ibrahim Qasim Ibrahim Khadir Al-Amri,2275,Male
202,Sadiqun Movement,7,,Party,Baghdad,,Male,Zaid Jamal Dawood Muhammad Al-Kanani,2276,Male
202,Sadiqun Movement,8,,Party,Baghdad,,Female,Iktifa Mazhar Abdul Kassar Al-Hasnawi,2277,female
202,Sadiqun Movement,9,,Party,Baghdad,,Female,Yashi Glob Madloul Awad Al-Masoudi,2278,female
202,Sadiqun Movement,10,,Party,Baghdad,,Female,Suhaila Najm Abdullah Jassim Al-Sultanni,2279,female
202,Sadiqun Movement,11,,Party,Baghdad,,Male,Ali Sami Jalil Abdul Sahib Al-Diwani,2280,Male
202,Sadiqun Movement,12,,Party,Baghdad,,Female,Ayat Karim Hamid Arhim Al-Maliki,2281,female
202,Sadiqun Movement,13,,Party,Baghdad,,Male,Safaa Lafta Younis Saleh Al-Jabri,2282,Male
202,Sadiqun Movement,14,,Party,Baghdad,,Male,Ali Latif Muhammad Salih Al-Quraisi,2283,Male
202,Sadiqun Movement,15,,Party,Baghdad,,Male,Jassim Mohammed Waror Ka- shmir Al-Shar Yifn Y,2284,Male
202,Sadiqun Movement,16,,Party,Baghdad,,Female,"Upon him, Faleh Awad Abbas Al-Emirate",2285,female
202,Sadiqun Movement,17,,Party,Baghdad,,Male,Ammar Salman Obaid Mukhlif Al-Amiri,2286,Male
202,Sadiqun Movement,18,,Party,Baghdad,,Male,Muhammad Abdul Sattar Muhammad Hassan Al-Baghdadi,2287,Male
202,Sadiqun Movement,19,,Party,Baghdad,,Male,Sadiq Fadhel Ali Abbas Al-Hasthan Y,2288,Male
202,Sadiqun Movement,20,,Party,Baghdad,,Female,Faten Abdul Wahid Abbas Jas- sim Al-Halfan Y,2289,female
202,Sadiqun Movement,21,,Party,Baghdad,,Male,Raad Ashkheerfaleh Hassan Al-Zaidi,2290,Male
202,Sadiqun Movement,22,,Party,Baghdad,,Male,علىي جبرمونس,2291,انمیيMغaلlاeجابر
202,Sadiqun Movement,23,,Party,Baghdad,,Male,Ibrahim Najm Hadid Salman Al-Lami,2292,Male
202,Sadiqun Movement,24,,Party,Baghdad,,Female,Suhad Ismail Ne'ma Saeed Al-Saeed,2293,female
202,Sadiqun Movement,25,,Party,Baghdad,,Male,The Spectre of Diabkazar Salem Al-Ghazawi,2294,Male
202,Sadiqun Movement,26,,Party,Baghdad,,Male,Omar Salim Saleh Mahdi Al-Baldawi,2295,Male
202,Sadiqun Movement,27,,Party,Baghdad,,Male,I am very sad about Hafez Muhammad Al- Zirjawi,2296,Male
202,Sadiqun Movement,28,,Party,Baghdad,,Male,Haider Hamid Faraj Hassan Al-Hamash,2297,Male
202,Sadiqun Movement,29,,Party,Baghdad,,Male,Baqir Jabbar Daraw Mutlaq Al-Fariji,2298,Male
202,Sadiqun Movement,30,,Party,Baghdad,,Male,Hasir N Ali Hasir N Ali Al-Tamimi,2299,Male
202,Sadiqun Movement,31,,Party,Baghdad,,Male,Mahmoud Shaker Khazal Ali Al-Shammari,2300,Male
202,Sadiqun Movement,32,,Party,Baghdad,,Female,Alia Shanir N Masoudkazar Al-Saidi,2301,female
202,Sadiqun Movement,33,,Party,Baghdad,,Male,"Haider Subaih, scattered, and very fresh",2302,Male
202,Sadiqun Movement,34,,Party,Baghdad,,Male,Charter of Talib Ismail Ahmed Al-Himir Y,2303,Male
202,Sadiqun Movement,35,,Party,Baghdad,,Male,Saad Jabbar Dhamid Shahir N Al- Shai,2304,Male
202,Sadiqun Movement,36,,Party,Baghdad,,Female,Farewell to Fadhel Abdul Ali Imran Al-Salji,2305,female
202,Sadiqun Movement,37,,Party,Baghdad,,Male,Ahmed Ismail Abdullah Ahmed Al-Naimiyi,2306,Male
202,Sadiqun Movement,38,,Party,Baghdad,,Male,Riyadh Muhammad Hasan Akab Al-Hasthan Y,2307,Male
202,Sadiqun Movement,39,,Party,Baghdad,,Male,Asim Muhammad Ali Muhammad Al-Muhanna,2308,Male
202,Sadiqun Movement,40,,Party,Baghdad,,Female,"Israa Hassan, Khalil Al-Jabouri's book",2309,female
202,Sadiqun Movement,41,,Party,Baghdad,,Male,Ali Hassan Ali Shalhoub Al-Akeely,2310,Male
202,Sadiqun Movement,42,,Party,Baghdad,,Male,Hamza Abdul Ali Talal Salman Al-Maslamawi,2311,Male
202,Sadiqun Movement,43,,Party,Baghdad,,Male,Yasser Salah Abbas Aziz Al-Saadi,2312,Male
202,Sadiqun Movement,44,,Party,Baghdad,,Female,Baraa Waad Khalil Abdullah Al-Zubaidi,2313,female
202,Sadiqun Movement,45,,Party,Baghdad,,Male,Salah Hassan Hafez Awad Al-Rubaie,2314,Male
202,Sadiqun Movement,46,,Party,Baghdad,,Male,Firas Rasool Jaafar Fadhel Al-Ghariri,2315,Male
202,Sadiqun Movement,47,,Party,Baghdad,,Male,محمد جبار والیي دنبوس الفريجي,2316,Male
202,Sadiqun Movement,48,,Party,Baghdad,,Male,Ali Abdul Karim KhalafNaim Al-Akanani,2317,Male
202,Sadiqun Movement,49,,Party,Baghdad,,Female,Reham Hassan ThamerHassan Alh- ilalıi,2318,female
202,Sadiqun Movement,50,,Party,Baghdad,,Male,Ali Hatem Ne'ma Abd Ali Al-Shuwaili,2319,Male
202,Sadiqun Movement,51,,Party,Baghdad,,Male,Abbas Abdul Shadher Sakar Al-Tamimiyi,2320,Male
202,Sadiqun Movement,52,,Party,Baghdad,,Female,Sahar Issa Hamoud Mahdi Al-Kanani,2321,female
202,Sadiqun Movement,53,,Party,Baghdad,,Male,Wassam Jawad Kadhim Ha- siran Akthi,2322,Male
202,Sadiqun Movement,54,,Party,Baghdad,,Female,Zainab Mohammed Amirn Hasir N Al-Jaf,2323,female
202,Sadiqun Movement,55,,Party,Baghdad,,Female,Basair Abdulhasir N Judeh Shahl Al-Hamidawi,2324,female
202,Sadiqun Movement,57,,Party,Baghdad,,Male,Ather Hamid Mahmoud KhalafFaraji,2325,Male
202,Sadiqun Movement,58,,Party,Baghdad,,Male,Firas Hamid Mohsen Hassan Al-Zubaidi,2326,Male
202,Sadiqun Movement,59,,Party,Baghdad,,Female,IthmarShakramjid Nasser Al-Shatri,2327,female
202,Sadiqun Movement,60,,Party,Baghdad,,Male,Adel Issa's Persian Al-Bahadliyyah,2328,Male
202,Sadiqun Movement,61,,Party,Baghdad,,Female,Nour Mahdi Muhammad Musa al-Mousawi,2329,female
202,Sadiqun Movement,62,,Party,Baghdad,,Male,"Good morning balm, surround the wounds of Al-Shablawi",2330,Male
202,Sadiqun Movement,63,,Party,Baghdad,,Female,Ashwaq Jasmzar Lafta Shamri,2331,female
202,Sadiqun Movement,64,,Party,Baghdad,,Male,Mohammed Majeed Hamid Zahir Mutair,2332,Male
202,Sadiqun Movement,65,,Party,Baghdad,,Female,Amal Hakim Juwayt Muhan Al Shamri,2333,female
202,Sadiqun Movement,66,,Party,Baghdad,,Female,Arej Abdul Razzaq Habib Zahir Amidi,2334,female
202,Sadiqun Movement,67,,Party,Baghdad,,Female,Wafaa Ghaleb KhalafJumaa Al-Samarani,2335,female
202,Sadiqun Movement,68,,Party,Baghdad,,Male,Malik Naama Hawas Waliyy Al-Khazraji,2336,Male
202,Sadiqun Movement,69,,Party,Baghdad,,Male,I feel sorry for Abbas Al-Khazraji,2337,Male
202,Sadiqun Movement,70,,Party,Baghdad,,Male,Ali Nouri Jawad Jassim Al-Shammari,2338,Male
202,Sadiqun Movement,71,,Party,Baghdad,,Male,"Maan Hashem, Lahims, Saifn, Ya Al-Radithan, Ya",2339,Male
202,Sadiqun Movement,72,,Party,Baghdad,,Male,Mu'ayyar Na'mad Farhood Rasn Y Al-Sa'idi,2340,Male
202,Sadiqun Movement,74,,Party,Baghdad,,Male,Mohammed Safni Huwaidi Golan Al-Aboudi,2341,Male
202,Sadiqun Movement,75,,Party,Baghdad,,Male,Jawdat Bahjat Muhammad Ali Elias,2342,Male
202,Sadiqun Movement,76,,Party,Baghdad,,Male,Hassan Shayek Kazem Shahib Do- lphin Y,2343,Male
202,Sadiqun Movement,77,,Party,Baghdad,,Male,Ali Khadir Ali Hasir Al-Muhawi,2344,Male
202,Sadiqun Movement,78,,Party,Baghdad,,Female,Nias Abbas Laithi Jabbar Al-Moussawi,2345,female
202,Sadiqun Movement,79,,Party,Baghdad,,Male,Hamed Hamid Ali Moha- mmed,2346,Male
202,Sadiqun Movement,80,,Party,Baghdad,,Male,Raed Ghaleb Hassan Kadhim Al-Shammari,2347,Male
202,Sadiqun Movement,81,,Party,Baghdad,,Male,Sultan Javad Mohammad's mouse,2348,Male
202,Sadiqun Movement,82,,Party,Baghdad,,Female,Israa Najm Abdul Nasser Bathin Ya Hajim,2349,female
202,Sadiqun Movement,83,,Party,Baghdad,,Male,Sami Munshid Muhammad Kasara Al Shamri,2350,Male
202,Sadiqun Movement,84,,Party,Baghdad,,Male,"Waiting for Subaih Rasan, O Ka'thi customer",2351,Male
202,Sadiqun Movement,85,,Party,Baghdad,,Female,Sahar Hasir and Hassan Habib are the cere- mony.,2352,female
202,Sadiqun Movement,86,,Party,Baghdad,,Male,Muhammad Kazim Ghulam Abd Ali al-Ka'thi,2353,Male
202,Sadiqun Movement,87,,Party,Baghdad,,Female,Nourjil Mohammed Badai Al-Saadi,2354,female
202,Sadiqun Movement,88,,Party,Baghdad,,Female,Amal Hamid Abdel Nazal Al-Shuwaili,2355,female
202,Sadiqun Movement,89,,Party,Baghdad,,Male,Wasam Ali Abdul Haseer N Yasser N Al-Jabouri,2356,Male
202,Sadiqun Movement,90,,Party,Baghdad,,Female,Fatima Aris Sultan Awda Al Fadhli,2357,female
202,Sadiqun Movement,91,,Party,Baghdad,,Male,Ahmed Abbas Khadir Jameel Al-Janani,2358,Male
202,Sadiqun Movement,92,,Party,Baghdad,,Male,Maytham Imran Jawad Darwish Al-Aswad,2359,Male
202,Sadiqun Movement,93,,Party,Baghdad,,Male,"Leave me alone, Sakban Shahab Al-Atani",2360,Male
202,Sadiqun Movement,94,,Party,Baghdad,,Male,Raed Abdul-Kazem Khalaf Halhil Al-Saadi,2361,Male
202,Sadiqun Movement,95,,Party,Baghdad,,Male,Asaad Abdul Redha Jader Badri Al-Marianini,2362,Male
202,Sadiqun Movement,96,,Party,Baghdad,,Male,Ali Karim Nasser Latif Al-Tamimi,2363,Male
202,Sadiqun Movement,97,,Party,Baghdad,,Male,Nabil Saeb Ali Sadiq Al-Araji,2364,Male
202,Sadiqun Movement,98,,Party,Baghdad,,Male,Malik Fadhel Saleh Salman Al-Muhammadi,2365,Male
202,Sadiqun Movement,99,,Party,Baghdad,,Male,Riyadh Rabie Abdul Muzan Al-Saadi,2366,Male
202,Sadiqun Movement,100,,Party,Baghdad,,Male,Wissam Hassir instead of Haydan Al-Zaair Hay- dan,2367,Male
202,Sadiqun Movement,101,,Party,Baghdad,,Male,احمد حسيرن تالیي غالیي البديري,2368,Male
202,Sadiqun Movement,102,,Party,Baghdad,,Male,Mohammed Abdul-Zaid Rashid Daham Al-Nadawi,2369,Male
202,Sadiqun Movement,103,,Party,Baghdad,,Male,Ali Mus Jawad Kazim Al-Kadhim,2370,Male
202,Sadiqun Movement,104,,Party,Baghdad,,Male,Hamid Rasan Lafta Znad Al-Saeedi,2371,Male
202,Sadiqun Movement,105,,Party,Baghdad,,Female,Alaa Mohsen Mohammed Sayer Al Shamri,2372,female
202,Sadiqun Movement,106,,Party,Baghdad,,Male,Raed Fadel Khaled Hassoun Al-Qaisi,2373,Male
202,Sadiqun Movement,107,,Party,Baghdad,,Male,Mohammed Abdel Hassir forearm ges- ture,2374,Male
202,Sadiqun Movement,108,,Party,Baghdad,,Female,Nour Hamza Rasn Y Faleh Al- Furaiji,2375,female
202,Sadiqun Movement,109,,Party,Baghdad,,Male,Asaad Abdul Musa Hadim Al-Adhari,2376,Male
202,Sadiqun Movement,110,,Party,Baghdad,,Male,Mazen Faisal Dhari Jassim Al-Shabli,2377,Male
202,Sadiqun Movement,111,,Party,Baghdad,,Male,Shakersneed Abdulhassir Muhammad Al- Jalirni,2378,Male
202,Sadiqun Movement,112,,Party,Baghdad,,Female,Lamis Abdul-Ilah Fakher Jaber Al-Khazali,2379,female
202,Sadiqun Movement,113,,Party,Baghdad,,Male,Issa Abdul Khadhan Saheb Matar Al-Awadi,2380,Male
202,Sadiqun Movement,114,,Party,Baghdad,,Female,The beds of Shahab Ahmed Abbas Al-Samarani,2381,female
202,Sadiqun Movement,115,,Party,Baghdad,,Female,Duaa Abdel Wahid Jafar Sankour Al-Batbuti,2382,female
202,Sadiqun Movement,116,,Party,Baghdad,,Female,Raja Saadi Lafta Mus Al-Badr,2383,female
202,Sadiqun Movement,117,,Party,Baghdad,,Male,Zaidoun Khalaf Karimd Dhabil Al-Saedi,2384,Male
202,Sadiqun Movement,118,,Party,Baghdad,,Male,Hassan Qasim Karim Hassan Al-Dunya,2385,Male
202,Sadiqun Movement,119,,Party,Baghdad,,Male,Ali Jassim Mohammed Mutlaq Juwayawi,2386,Male
202,Sadiqun Movement,120,,Party,Baghdad,,Male,Nadyounis Fawaz non-defensive,2387,Male
202,Sadiqun Movement,121,,Party,Baghdad,,Male,"Asaad Fadel, may God have mercy on my family",2388,Male
202,Sadiqun Movement,122,,Party,Baghdad,,Male,Khaled Jassim Mohammed Salman Al-Saedi,2389,Male
202,Sadiqun Movement,123,,Party,Baghdad,,Male,Rahim Adai Desrar Sabit Al- Bahadli,2390,Male
202,Sadiqun Movement,124,,Party,Baghdad,,Male,Ahmed Saleh Mahdi Moham- med Al-Shaibani,2391,Male
202,Sadiqun Movement,125,,Party,Baghdad,,Male,Ahmed Shihab Ahmed Must- afa Al-Rubaie,2392,Male
202,Sadiqun Movement,126,,Party,Baghdad,,Female,Mai Jassim Nasser Ghanem Al-Saedi,2393,female
202,Sadiqun Movement,127,,Party,Baghdad,,Male,Qais KhalafAlwan Hasir N Al- Khazali,2394,Male
202,Sadiqun Movement,128,,Party,Baghdad,,Male,Muqdad Azab Mahdi Jabbar Al-Saadi,2395,Male
202,Sadiqun Movement,129,,Party,Baghdad,,Male,Karim Abdul Ali Hasiran Al- Tamimi,2396,Male
202,Sadiqun Movement,130,,Party,Baghdad,,Male,Abbas Raad Nouri Muhammad Al-Sultan,2397,Male
202,Sadiqun Movement,131,,Party,Baghdad,,Male,Baha' al-Din Salah Sabbar Farhan al-Sa'idi,2398,Male
