رقم الاقتراع الحزب,الحزب,رقم الاقتراع للمرشح,ا نوع الترشيح,الدائرة الانتخابية,الجنس,إسم المرشح الكامل,الرقم
255,حزب تقدم,11,حزب,الانبار,ذكر,عمرمشعان دبوس فرحان دبوس,254
255,حزب تقدم,12,حزب,الانبار,ذكر,مصطفن صعب نجم بطي الجوعانني,255
255,حزب تقدم,13,حزب,الانبار,ذكر,وليد احمد عاصي ربيع الشعبانني,256
255,حزب تقدم,14,حزب,الانبار,ذكر,كرامي عبدالغفورعلىي حميد الحديثىي,257
255,حزب تقدم,15,حزب,الانبار,ذكر,احمد خلف عبد شبيب العيساوي,258
255,حزب تقدم,16,حزب,الانبار,ذكر,احمد مطيع عبدالله سعود الشمري,259
255,حزب تقدم,17,حزب,الانبار,ذكر,انور جياد عطية علىي العسافني,260
255,حزب تقدم,18,حزب,الانبار,ذكر,انور ابراهيم فرحان مليحان العلوانني,261
255,حزب تقدم,19,حزب,الانبار,ذكر,ساميكامل حمد حسيرن الفلاجي,262
255,حزب تقدم,20,حزب,الانبار,ذكر,قهاريوسف حمود فاضل الهيازعي,263
255,حزب تقدم,21,حزب,الانبار,انثى,ايمان موس حمادي عبطان المحمدي,264
255,حزب تقدم,22,حزب,الانبار,انثى,سميعة محمد خليفة غلاب الغلاب,265
255,حزب تقدم,23,حزب,الانبار,انثى,الباب فرقد يوسف عزالدين العانني,266
255,حزب تقدم,24,حزب,الانبار,ذكر,عمرمصطفن احمد عرسان الجميلىي,267
255,حزب تقدم,25,حزب,الانبار,انثى,سعاد جاسم زيدان خلف العامري,268
255,حزب تقدم,26,حزب,الانبار,انثى,نجاة مزهرعبد صكارالكبيسىي,269
255,حزب تقدم,27,حزب,الانبار,انثى,.وهران منعم سعود راصني الجناني,270
255,حزب تقدم,28,حزب,الانبار,انثى,الاء ريكان عبدالرحمن ابراهيم الفهداوي,271
255,حزب تقدم,29,حزب,الانبار,انثى,بيداء عايد شهاب حمد الحيالیي,272
255,حزب تقدم,30,حزب,الانبار,ذكر,محمد نوري احمد دللىي الكربولیي,273
266,تحالف التفوق,1,تحالف,الانبار,ذكر,ستارعباس محمد عباس الجميلىي,274
266,تحالف التفوق,2,تحالف,الانبار,ذكر,وليد خالد عراك هتيمیي,275
266,تحالف التفوق,3,تحالف,الانبار,ذكر,احمد عطية احمد علىي,276
266,تحالف التفوق,4,تحالف,الانبار,انثى,هندكامل صالح جاسم,277
266,تحالف التفوق,5,تحالف,الانبار,ذكر,ايهاب فصال ريكان نجرس,278
266,تحالف التفوق,6,تحالف,الانبار,ذكر,سعد علوش عبد خلف,279
266,تحالف التفوق,7,تحالف,الانبار,ذكر,احمد حميد خلفكسار,280
266,تحالف التفوق,8,تحالف,الانبار,انثى,نادية عامرمحمود محمد الغمازي,281
266,تحالف التفوق,9,تحالف,الانبار,ذكر,محمد حمود جاسم حمد,282
266,تحالف التفوق,10,تحالف,الانبار,ذكر,حسيرن علىي سلوم خليفة,283
266,تحالف التفوق,11,تحالف,الانبار,ذكر,حسام هادي فنيخان خلف,284
266,تحالف التفوق,12,تحالف,الانبار,انثى,ايمان خميس شهاب احمد,285
266,تحالف التفوق,13,تحالف,الانبار,ذكر,عبدالكريم خميس بزي.ع فتيخان البوريشه,286
266,تحالف التفوق,14,تحالف,الانبار,ذكر,احمد فيصل علىي عبد,287
266,تحالف التفوق,15,تحالف,الانبار,ذكر,طه عبد مصلح عبدالغثني,288
266,تحالف التفوق,16,تحالف,الانبار,انثى,رابعة محمد نايل خلف العلوانني,289
266,تحالف التفوق,17,تحالف,الانبار,ذكر,عبدالرزاق حنوش حميد مثكال,290
266,تحالف التفوق,18,تحالف,الانبار,ذكر,محمد عكاش سرحان محمد الجميلىي,291
266,تحالف التفوق,19,تحالف,الانبار,ذكر,ظافرفخري شندي حسن,292
266,تحالف التفوق,20,تحالف,الانبار,انثى,حسيرن علىي عطيوي. نياس,293
266,تحالف التفوق,21,تحالف,الانبار,ذكر,علىي عادل رشيد فيصل الحديثىي,294
266,تحالف التفوق,22,تحالف,الانبار,ذكر,محمد هاشم زبن حنشل الحاتمیي,295
266,تحالف التفوق,23,تحالف,الانبار,ذكر,ابراهيم موفق حمد محمد الكبيسىي,296
266,تحالف التفوق,24,تحالف,الانبار,انثى,ندى عبد خليفة حمد العبيدي,297
266,تحالف التفوق,25,تحالف,الانبار,ذكر,محمد محمد بديع عبدالرزاق مطلك ارديعان,298
266,تحالف التفوق,26,تحالف,الانبار,انثى,ابتسام عباس فرحان عويد الجميلىي,299
266,تحالف التفوق,27,تحالف,الانبار,ذكر,خالد رجه حسيرن عبدالله العبيدي,300
266,تحالف التفوق,28,تحالف,الانبار,انثى,ايناس خميس عبدالله مطر,301
266,تحالف التفوق,29,تحالف,الانبار,ذكر,.اياد خلف مرشد عبد الفراجي,302
266,تحالف التفوق,30,تحالف,الانبار,ذكر,فيصل حسيرن جبارعباس,303
269,الحسم الوطثني,2,تحالف,الانبار,ذكر,احمد عبدالواحدكسار عطيه العلوانني,304
269,الحسم الوطثني,3,تحالف,الانبار,ذكر,نعيم عبدالمحسن عمرشبيب الكعود,305
269,الحسم الوطثني,4,تحالف,الانبار,ذكر,صباح عبدالله محيميد هجول الجميلىي,306
269,الحسم الوطثني,5,تحالف,الانبار,ذكر,عبدالجبارحماد علىي سليمان الفهداوي,307
269,الحسم الوطثني,6,تحالف,الانبار,ذكر,.رهيب حميد فرحان هايس الذياني,308
269,الحسم الوطثني,7,تحالف,الانبار,ذكر,مثثن اسماعيل ترکیي مطرالدليمیي,309
269,الحسم الوطثني,8,تحالف,الانبار,ذكر,سعيد صالح حسيرن علىي بليه,310
269,الحسم الوطثني,9,تحالف,الانبار,ذكر,ياسيرن هادي بدوي مرعي المرعاوي,311
269,الحسم الوطثني,10,تحالف,الانبار,ذكر,احمد خليفة علاوي عبد العيساوي,312
269,الحسم الوطثني,11,تحالف,الانبار,ذكر,عمرعبدالرحمن حسن حمادي المولی,313
269,الحسم الوطثني,12,تحالف,الانبار,ذكر,وديع دخيل ابراهيم رميض المحلاوي,314
269,الحسم الوطثني,13,تحالف,الانبار,ذكر,عايد سرحان هراط محمد الهيتاوي,315
269,الحسم الوطثني,14,تحالف,الانبار,ذكر,انورابراهيم عبد مشبت الزوبعي,316
269,الحسم الوطثني,15,تحالف,الانبار,ذكر,رياض محمد عبد العمرالعسافني,317
269,الحسم الوطثني,16,تحالف,الانبار,ذكر,فراس احمد رديف نجم المحمدي,318
269,الحسم الوطثني,17,تحالف,الانبار,ذكر,قصي ترکیي عرسان مسلط الحيانني,319
269,الحسم الوطثني,18,تحالف,الانبار,ذكر,سنان زياد جيجان سالم المحمدي,320
269,الحسم الوطثني,19,تحالف,الانبار,ذكر,خلف ريحان سويرالمساري. ناجي,321
269,الحسم الوطثني,20,تحالف,الانبار,ذكر,وسام جمعة جبيرمزعل العيساوي,322
269,الحسم الوطثني,21,تحالف,الانبار,ذكر,احمد قاسم نجم عبدالله المشهدانني,323
269,الحسم الوطثني,22,تحالف,الانبار,ذكر,عبدالرزاق سلطان ضيدان اسماعيل المولی,324
269,الحسم الوطثني,23,تحالف,الانبار,انثى,.شيماء دحام عواد عبد الفراجي,325
269,الحسم الوطثني,24,تحالف,الانبار,انثى,بان عبد رشيد فرحان المرعاوي,326
269,الحسم الوطثني,25,تحالف,الانبار,انثى,هاجريوسف جويرحمادي الهزيماوي,327
269,الحسم الوطثني,26,تحالف,الانبار,انثى,كيان حميد عبدالسلام عبدالمجيد الراوي,328
269,الحسم الوطثني,27,تحالف,الانبار,انثى,احلام كريم صلثي جاسم الجميلىي,329
269,الحسم الوطثني,28,تحالف,الانبار,انثى,امل حسيرن علىي عبد العبيدي,330
269,الحسم الوطثني,29,تحالف,الانبار,انثى,شهلاء ربيع عواد حمد العلوانني,331
269,الحسم الوطثني,30,تحالف,الانبار,انثى,.رائدة ياسيرن مرزوك حمد الجناني,332
283,تحالف قمم,1,تحالف,الانبار,ذكر,عبدالكريم حسن احمد دهش العلياوي,333
283,تحالف قمم,2,تحالف,الانبار,ذكر,مصطفن عياش مطلك محمد الكبيسىي,334
283,تحالف قمم,3,تحالف,الانبار,ذكر,حارث صباح سطام عفتان الشرفري,335
283,تحالف قمم,4,تحالف,الانبار,ذكر,جاسم محمد حمد حسيرن الحلبوسي,336
283,تحالف قمم,5,تحالف,الانبار,ذكر,احمد عبد احمد درج الدليمیي,337
283,تحالف قمم,6,تحالف,الانبار,ذكر,خالد عبدالله محيسن محمد العلوانني,338
283,تحالف قمم,7,تحالف,الانبار,ذكر,عامرخلف علاوي ترثوع الفهداوي,339
283,تحالف قمم,8,تحالف,الانبار,ذكر,ماجد منسىي ذياب مشوح المرعاوي,340
283,تحالف قمم,9,تحالف,الانبار,ذكر,علاء حسيرن ذويب حمادي الدليمیي,341
283,تحالف قمم,10,تحالف,الانبار,ذكر,مشتاق طالب شويش مهدي العسافني,342
283,تحالف قمم,11,تحالف,الانبار,ذكر,اسامة عمرمحمود عطية الراوي,343
283,تحالف قمم,12,تحالف,الانبار,ذكر,وليد عبدالخالق عبدالفتاح احمد العبيدي,344
283,تحالف قمم,13,تحالف,الانبار,ذكر,سعدون حميد عباس عبد الله العيساوي,345
283,تحالف قمم,14,تحالف,الانبار,ذكر,حاتم عبدالله شويش جرنان العيساوي,346
283,تحالف قمم,15,تحالف,الانبار,ذكر,عبدالله عمرالجبوري. زيد صيي,347
283,تحالف قمم,16,تحالف,الانبار,ذكر,سلام خلف حمدان عبيد الشجيري,348
283,تحالف قمم,17,تحالف,الانبار,ذكر,محمد جاسم سويد فحيمیي الحيانني,349
283,تحالف قمم,18,تحالف,الانبار,ذكر,حميدكردي احمد مصلح الجليباوي,350
283,تحالف قمم,19,تحالف,الانبار,ذكر,محمد علىي فيصل حمد المحمدي,351
283,تحالف قمم,20,تحالف,الانبار,ذكر,سنان عبدالوهاب منصورسليمان الشايع,352
283,تحالف قمم,21,تحالف,الانبار,ذكر,ثامريوسف حمادي حسيرن العيساوي,353
283,تحالف قمم,22,تحالف,الانبار,انثى,ازهارحميد علىي حسيرن السدران,354
283,تحالف قمم,23,تحالف,الانبار,انثى,لقاء مهدي وردي حمد الدليمیي,355
283,تحالف قمم,24,تحالف,الانبار,انثى,ماجدة ابراهيم مطلك احمد الجميلىي,356
283,تحالف قمم,25,تحالف,الانبار,انثى,ايمانكردي حسن خليل العكيدي,357
283,تحالف قمم,26,تحالف,الانبار,انثى,سلمی احمد لافني حماسري العانني,358
283,تحالف قمم,27,تحالف,الانبار,انثى,افتخار رافع عبد فرحان الدليمیي,359
283,تحالف قمم,28,تحالف,الانبار,انثى,سحرعبدالكريم مخلف علىي المرعاوي,360
