"ElectionNumber","Name_English","Name_Original","City"
"127","???? ???? ???? ???????????","Issa Ali Aday Jader Al-Mohammadi","???????"
"1270","???? ??????????????????","Hamed Mohammed Kazem Makzar Fat-
lawi","????????"
"1271","???? ???? ??????? ?????????","Zainab Abbas Abdul-Kazem Al-Sabbaghani","????????"
"1272","???? ???? ????? ????????????","Khaled Mujbil Hasir N       Zghair Al-Shablawi","????????"
"1273","???? ??? ??? ???? ???????","Qasim Abdul Ajjah Aboud Al-Jubouri","????????"
"1274","???? ????? ???? ??????? ???????","Nazem Jadaan Yasser Abdullah Al-Khaza'i","????????"
"1275","???????? ????????? ???? ???????","Abeer Mohsen Abdul Abbas Obaid Al-Khazaei","????????"
"1276",".??? ???? ???? ????? ?????","Hassan Mohammed Ali Ha-
siran Ghrani","????????"
"1277","???? ????? ?????????? ?? ?????","Ali Handoul, the pump of Shaaban Al Hilal","????????"
"1278","???? ?????????? ??????????","Alaa Matloub Koshan
Awfni Koshan","????????"
"1279","????? ???? ??? ????? ???????","The secrets of Muhammad Musa Shihan
Al-Jabouri","????????"
"128",".???? ???? ???? ??? ???????","Tariq Youssef Mohammed Asal Al-Dhiyani","???????"
"1280","???????? ????? ???? ???????","Salah Karim Safni Mujed Al-Khalidi","????????"
"1281","?????????? ??????? ??????????","Anmar Rayhan Jaberthi Al-Khunaifisawi","????????"
"1282","????? ???? ???? ????????????","Hakima Azim Hassoun Khadir Al-Shablawi","????????"
"1283","??????? ???? ???? ??????","Noor Ahmad Mohsen Muhammad Atb-
eena","????????"
"1284","???? ???? ???????. ???? ??","Kazem Jijkhim Aboud Al-Jabouri","????????"
"1285",".???? ????? ???? ???? ???????","Zainab Hani Hamoud Fasal
Al-Janani","????????"
"1286",".???? ????????? ????????? ????????","Amir Abdulkadhim Nasser Husayn Al-Bu'
arni","????????"
"1287","??? ???? ??????? ??????","Hassan Ali Matar Ahmed Al-Asadi","????????"
"1288","???? ???? ??????? ???? ????????","          The winds of Abdullah Karim Al-Khazaali's dryn-
                                                 ess","????????"
"1289","????? ???? ???? ???? ???? ???","     Zahra Kazim Hassan Saleh Bat-
                     hin Y Saad","????????"
"129","????? ????? ????????? ???? ???????","     Names of Osama Abdul Rah-
           man Obaid Al-Anani","???????"
"1290","????? ???????? ???? ????","  Hasirn Tahir Muslim Ali Mu-
                       slim","????????"
"1291","????? ???? ????? ?????? ???????"," Hasir N       Hadib Abhoul Abu Hala Al-
                          Jabouri","????????"
"1292","???? ???? ???? ??? ?????????","Mohammed Faisal Abbas Reda Al-Buwaidam","????????"
"1293","????? ???? ????? ????? ????????","Mithaq Shaker Salman Hasirn Al-Mayaliyi","????????"
"1294","???? ???? ????? ????? ???????","   Saleh Mohsen Alwan Hasir N
                     Al-Hasthan Y","????????"
"1295","???? ???? ????????? ???????","Muhammad Sahib Jabir Hadawi al-Ramaji","????????"
"1296","?????. ???? ??? ???? ??","Ali Abdel Lafta Jisalji","????????"
"1297",".?????????? ????? ??? ?????","Azhar Farhan Mazloum Asal Al-Ji","????????"
"1298","????? ???? ???? ??????? ????????","Osama Abbas Ayed Abu Hamid Al-Hilaliyi","????????"
"1299",".??????? ??????????? ???????","Hassan Kazem Shanbara, Kitan Al-Yajei","????????"
"13","????? ???? ???? ?????","Narin Mohammed Sheiukha Hasirn ","?????"
"130","???? ??? ???? ???? ?????????","    Hadeel Khalaf Saleh Askar Al-
                      Hardani","???????"
"1300","???? ??? ???? ????? ????????","Nazim Makki Muhail Abtan Al-Khazali","????????"
"1301","????? ???? ???????? ??????","Maysaa Fahim Naaskarmad Hasnawi","????????"
"1302","??????? ???? ???? ???????","Amir KhalafNaeem Ghayath Al-Sayeri","????????"
"1303","??? ???? ???? ????? ??????","Nagham Khaled Hamed Hasirn Al-
Amir","????????"
"1304","???? ????? ???? ????? ????????","Ahmed Obaidi Dawood Salman Al-Fatlawi","????????"
"1305","???? ????????? ????? ???? ?????????","Susan Abdel Sahib Sarhan Mohammed Al-Hamidawi","????????"
"1306","??? ???? ???? ??? ???????","Musa Mashal Mohsen Musa Al-Rafii","????????"
"1307","????? ???? ???????. ??? ????","Rasha Baji Saywan Mard Al Mansour","????????"
"1308","????????? ???? ????? ???????","Haider Rasn Y Hawas by Hamoud Al-
Awady","????????"
"1309","???? ???? ???? ??? ?????? ????????","       Amir Nafi Ghanem Abdul Hamza Alz-
                                 alzal?i","????????"
"131",".?????? ???? ??? ??? ???????"," Ibtisam Muhammad Darb KhalafAl-
                         Lahithi","???????"
"1310","???? ???????? ????? ??????","Rafid Jaber Kazim Sultan Al-Jaikh","????????"
"1311","???? ??? ???? ???? ?? ?????","Walid Hassan Hamid Jalab Al-Bashara","????????"
"1312","???? ?????? ????? ???? ???????","Walid Tamkirn Hasirn Ali Al-
Shabli","????????"
"1313","????? ???? ???? ???? ???????","Halima Ghatheeth Awad Hassoun Al-Jabouri","????????"
"1314","????????? ???? ??????? ???????","Abeer Eidan Ahmed Ismail Al-Rubaie","????????"
"1315","???????? ???? ??? ????????","Haider Obaid An'ad Faraj Al-Karawi","????????"
"1316","????? ????????. ?????? ???? ???","I feel sorry for Hajji Rasn Al-Karaawi","????????"
"1317","????? ????? ??? ?????????? ?????????","Mustafa Mahmoud Maji Abdul Haseer N
Al-Hamdani","????????"
"1318","???? ????? ????? ???? ?????????","Mujbil Harbol Shamjan Ya Shahib Al
Farhanni","????????"
"1319","????? ???? ???? ??? ??????","Israa Riyadh Saeed Najm Al-Shammari","????????"
"132","???????? ?????? ???? ????? ??????","Dirasim Muawiyah Baha al-Din al-Khatib","???????"
"1320","???? ???? ????????? ?????????","Ali Baha Zahir Hasir Al-Naghisir
Y","????????"
"1321","????????? ????????? ???????????","Abdulkadhim Aziz Marjoon Dehiwal Al-Jabouri","????????"
"1322","????? ???? ???? ?????????????","Mahmoud Muhammad Jassim Nour Al-Mahmoudawi","????????"
"1323","????? ????? ???? ??? ??????","Samira Shenawa Hindi Wrath of David","????????"
"1324","????? ???? ???? ???? ??????","Dalia Abbas Mutlaq Daoud Al-Dawoud","????????"
"1325","???? ????????. ????? ???? ??","Ikhlas Kharou Jamtalk Al-Gharbawi","????????"
"1326","???.? ????? ???? ????? ???????","Arej Adnan Kadhim Imran Al-Amadi","????????"
"1327","???? ?????????? ????? ???? ????????","Wassim Abdul Haseer N Khneitel Awda Al-
Fatlawi","????????"
"1328","???????? ????????? ???????","Khader Talib Jaber Ta'ima Al-Bukhalaf","????????"
"1329","???? ???? ??????. ??????????","We are urging you on Jassim Al
Shamri","????????"
"133","????? ????? ??? ??? ????????","Shaima Mahfouz Raad Ma-
       tar Al-Ghassanani","???????"
"1330","????????? ???????? ???????","Dear Sir, I am Khader Razam Al-Miyagi","????????"
"1331","???????? ????? ??????? ???????","Haider Ali Sheikhan Burbonri
Al-Jabouri","????????"
"1332","???? ???????? ???? ???????","Faris Shaker Mohsen Jawad Al-Badri","????????"
"1333","???? ???? ???????? ??????","Rabab Murad Awizfashakh Al-Jabour","????????"
"1334","???? ???????? ????? ????????","Owner of Bandar Abid Eifan Al-Jasmi","????????"
"1335","??? ?????? ??????? ????? ????????","Hassan Adner N Abdul Aliy ErhaifAlhilal?
y","????????"
"1336","????? ??? ????????? ???????","Iman Hassan Mansour Abbas Al-Badri","????????"
"1337","??? ????????? ???? ????? ???????","Hoda Abdel Wahid Diab Sarhan Al-Khazaei","????????"
"1338","????????????????? ???? ???????","Haider Abdul-Amir Kadhim Bakhit Al-Badri","????????"
"1339","???? ???? ????? ???????????","Kazem and the people of Hasir Amer Al-
Badri","????????"
"134","???? ????? ?????????","Alaa Barakat Shaker Sirr
Yif","???????"
"1340","???? ???? ???? ??????????","Ahmed Mohammed Hadi Jabbar Al-Dawoud","????????"
"1341","???? ???? ???? ??? ???? ?????","Loyalty to Talib Hadi Abdullah Al-Kim","????????"
"1342","???? ???????? ????? ??????","Hamed Anad Kazem Sarhan Al-Shammari","????????"
"1343","???? ???????? ???? ????????","Muhammad Jawad Kadhim Hamoud
Al-Khazali","????????"
"1344","????????? ???? ???? ????????","Khadhra'abis light and heavy Al-Karaawi","????????"
"1345","???????? ???? ????? ???????","Subha Kamil Obaid Haseer N Al-Saeedi","????????"
"1346","???? ???????? ???????????","Saud Aziz Hamoud Jabbar Al-Abadi","????????"
"1347","???? ????????? ???? ????????","Mohammed Jabbar Salman Jassim Al-Bunayil","????????"
"1348","???? ???? ???? ???? ????????","Muhammad Youssef Muhammad Abbas Al-Shablawi","????????"
"1349","????? ???? ??? ??????? ????????","Fahima Falih Hassan Abdullah Al-Hamzawi","????????"
"135","???? ???? ??????? ???? ???????","Hadeel Khalil Ismail Jassim Al-Mohammadi","???????"
"1350","??? ????????? ???? ????? ???????","??? ????????? ???? ????? ???????","????????"
"1351","????? ??? ??????? ??? ???????","Charter of Najm Abdullah Abdul-Jubouri","????????"
"1352","???? ????????? ???? ??????? ??????","Hamed Abdulsada Kazem Jarallah Al-Akrah","????????"
"1353","???? ???? ???? ????? ?? ?????","Ali Mohsen Mohammed Drioul Al Dr-
ioul","??????"
"1354","???? ???? ???? ???? ???????","Abbas Saleh Jassim Mohammed Al-Yasiri","??????"
"1355","???? ???? ???.? ???? ?????????","Meet Zghairjouij Obaid Al-Zarijawi","??????"
"1356","???? ???? ????? ???? ????????","Authentic inside Hasir N        Aboud Al Majt-
oumi","??????"
"1357","???? ???? ???? ???????????","Hussam Jassim Hassoun Jabir Al-Jabri","??????"
"1358","???? ????????? ???? ???? ???????","Ali Abdul Amir Hashim Jawad Al-Moussawi","??????"
"1359","???? ???? ???? ???? ??????","Muhammad Mutalib Asi Gharib Al-Atwi","??????"
"136","???? ???? ???? ??? ???????","Amal Ayesh Hamoud Hassan
Al-Anani","???????"
"1360","??????? ??? ???? ???????","Nourflih Hassan Jassim Al-Ziyadi","??????"
"1361","???? ???? ???????? ?? ????","Mohammed Rahim Thamer Mahmoud Al Abbas","??????"
"1362","???????? ???? ????? ?????","Muslim Kamel Mohammed Alawi Alawi","??????"
"1363",".???????? ????? ??????? ??????","Khaled Kazem Hasir and Abdu-
llah Al-Tuni","??????"
"1364","???? ????????? ???? ???? ??????","Sindus Abdelhadi Ali Abbas Al-Najjar","??????"
"1365","????? ????? ????? ???? ?????","End of the banished sticks Khamat sticks","??????"
"1366","???? ???? ????? ????????????","Salem, including the Tukan Shakhir al-Absawi","??????"
"1367","???? ???? ??????? ????????","???? ???? ???? ??? ????????","??????"
"1368",".???? ???? ???? ???? ??????","???? ???? ???? ???? ??????","??????"
"1369",".??? ???? ????????? ??????","Saad Awad Nasser Malzoum Al-
Tuni","??????"
"137","???.? ???? ???? ???? ???????","Arej Sami Muajjal Salem Al-Mohammadi","???????"
"1370","????? ???? ????? ???????? ???????","Khadija Wadi Mirner Abdul Nathi Al-
Jabri","??????"
"1371","????? ????? ???? ???? ???????","Hasiran Salman Malik Khawam Al-
Farhoud","??????"
"1372","???? ?????????? ????????? ???????","   Ahmed Abdel-Aaliy Nasser Hasir N
                            Al-Yasiri","??????"
"1373","???? ???? ???? ???? ?????????","   Issam Arif Hamza Khalifa Al-
                     Safrani","??????"
"1374",".???? ????????? ????? ???????","Prayer of the traveler Nafi Aliwi Al-Khafaji","??????"
"1375","????????? ????? ????????? ???????","Adnan Kazem Madhboub Abdul-Moneim Al-Yasiri","??????"
"1376","???? ???? ????? ????? ?? ?????","Ali Hamza Mazban Hamadi Al Hamadi","??????"
"1377","???? ???? ???? ???? ????????","Ahmed Lazam Attia Awda Al-Rishawi","??????"
"1378","???? ???? ????? ????? ?? ?????","Kholoud Sami Azara Paste Al Paste","??????"
"1379","???? ???? ????????? ???? ????????","    Fouad Kazim Abdul-Sada Aqla Al-
                           Hassani","??????"
"138","???? ???? ???? ????? ????????","Ahmed Hamid Ali Kharmit Al-Abdelii","???????"
"1380","????? ???????? ???? ????????","     Share with Raheefkadhim Mo-
             hammed Al-Hassani","??????"
"1381","???? ???? ???? ??? ?????","Ali Lafta Fengash Hassan Hassan","??????"
"1382","???? ???????? ??? ???? ????????","Ahmed Mohammed Ali Hassan
Abbas Al-Hassani","??????"
"1383","???? ???? ????????????????","Aqeel Hadi Jabbar Thamer Al-Absawi","??????"
"1384","??? ???? ???? ???? ???","Uday Qasim Mohammad Dris Reza","??????"
"1385","???? ???? ??? ??? ?????????","ZainabNimah, guardian of Rabah Al-Zarijawi","??????"
"1386","???????? ??????? ????????","???? ???? ???? ??? ????????","??????"
"1387",".???? ????? ???? ??? ?????????","Rashid Mahmoud Mutalib Hassan Al-Ajaithi","??????"
"1388","??? ????????? ????????? ????????? ??? ?????","Heba Abdel Razzaq Abdel Wahed Abdel Razzaq Taj El-Din","??????"
"1389",".???? ???? ????? ?????????","Ali Lafta Aliwi Matraliket","??????"
"139","???? ?????? ??? ????????","Salem Matar Abdul Hassan Al-Issawi","???????"
"1390","???? ???? ???? ??????? ???? ??????","Manhal Mohammed Saleh Shukrallah Ali
Al-Ali","??????"
"1391","???? ???? ???? ???????????","Ali Raddad Joda Masar Al Shamri","??????"
"1392","???? ???? ????????? ????? ????????","???? ???? ????????? ????? ????????","??????"
"1393","????? ???? ????? ???? ???????","Hasirn Atiyah Farhan Daham Al-Ziyadi","??????"
"1394","????? ??????? ???? ???? ???????","Israa Abdullah Mohammed Harran Al-Abidi","??????"
"1395","???? ????? ???? ???? ????????","     Ahmed Marzouq Salal Mohammed
                        Al-Hassani","??????"
"1396","???? ???? ???? ????? ???????","Faisal Habib Rahim Sultan Al-Yasiri","??????"
"1397",".??? ????? ???????? ?????????","Moose Imran Jaderlatif Al-Aajithi","??????"
"1398","???? ???????? ????? ???????","Jalil Munawwar Aboud Halasa Al-Ziyadi","??????"
"1399","????????? ?????? ???? ????????","Jaberfdallah Yasser N Kazim Al-Bograd","??????"
"14","??????????????","Shakur Bakr Taher Bakr","?????"
"140","??? ????? ????? ???? ????????","??? ????? ????? ???? ????????","???????"
"1400","????? ?????????? ???? ????????","My thanks to Sultan Obaid Al-Zalmiyy","??????"
"1401","???? ??????????? ???????","Adeeb Jabbar Halujkhim Al-Ameri","??????"
"1402","????? ????? ????????? ???","Hasir N        Manisib Jawir Shmaral Sh-
ammar","??????"
"1403","????? ??? ???? ???? ?? ?????","Mahmoud Hassan Jahid Mohammed Al Hamdan","??????"
"1404",".???????? ????? ??????????","Sayer Qasim Farhan Nasser Al-Tuni","??????"
"1405","???? ????????? ???? ????? ??????","Roses Abdul Karim Saba Aliwi I will send him","??????"
"1406","???? ???? ???? ???? ?????????","Nasheen Yousef Jassim Ab-
oud Al-Zarkanani","??????"
"1407","????? ????? ???????. ????? ????","Sadia Naji Sarhan Hanian Shawser
Y","??????"
"1408","??????? ???? ????? ???????","The morning light is necessary for the darkn-
ess of the abyss.","??????"
"1409","???? ???? ??????? ???? ????????","Faleh Sari Abdasir Y Akab Al-
Jiasir Y","??????"
"141","???? ???? ???? ???? ????????","Ahmed Nayef Rashid Saleh Al-Dulaimiyi","???????"
"1410","???? ???? ??? ???? ???????","Mu'ayyad Jassim Hassan Awda Al-Yasiri","??????"
"1411","???? ???? ??? ??? ?? ????","Sajjad Faris Hassan Abdul Munis","??????"
"1412","???????? ??? ????? ???????","Yasser Ghazi Mus Anir N Al-Yasiri","??????"
"1413","????? ???? ????? ???.? ????????","Zahraa Jameel Halameh Farikh Al-Mayaliyi","??????"
"1414","???? ????? ????? ????? ????????","Hamid Hasir N        Sawadi Salman
Al-Zalmi","??????"
"1415",".???? ???? ???? ???? ???????","Rustum Hadi Hamid Nasser Al-Khafaji","??????"
"1416",".?????????? ??? ???? ?????????","Haider Talhan Fahd Haddad Al-Ajaithi","??????"
"1417","???? ??? ???????? ???????","Khaled Hamad Amer, students of Al-Ziyadi","??????"
"1418","??? ???? ???? ????? ????????","??? ???? ???? ????? ????????","??????"
"1419","???? ????????? ???? ???????","Hanan Haseer Nakadhim Quraish Al-Moussawi","??????"
"142","????? ????????? ??? ???? ????????","Ihsan Abdel Hamid Khalaf
Rathi' Al-Asafni","???????"
"1420","???? ???????????? ???????","Sarah Yasser Dakhil Kataa Al-Azami","??????"
"1421",".????? ????? ???? ??? ??????","Fatemeh Taklif Abbas Hassan Alikii","??????"
"1422","???? ???? ???? ????? ????????","Abbas Faleh Jassab Adhafa Al-Fartousi","??????"
"1423",".????? ????? ??????? ??? ?????????","Murtazan Afwin Ibrahim Hassan Al-Ajaithi","??????"
"1424","???? ???? ????? ???? ???????","Ghazi Mujbil Salman Tayen Al-Ziyadi","??????"
"1425","???? ??? ???? ???? ?? ????","Faleh Saif Faisal Saleh Al Saleh","??????"
"1426","???????? ???? ???? ????????","Haider Ali Jafat Daikh Al-
Hassani","??????"
"1427","???? ????? ???? ???? ?? ????","The gesture of Mohammed Mutashar Al Mutas-
har","??????"
"1428","???????? ??? ???? ?? ????","Urgent Kazem Fahd Jahil Al-Ziyad","??????"
"1429","???? ????????? ???? ??? ?? ????","Rahman Abdul-Azim Saleh Hassan Al Ali","??????"
"143","???? ???? ????????? ????????? ?????????","Junaid Muhammad Abdul Karim Abdul Qadir Al-Kasin
N An","???????"
"1430","???? ???? ????????? ?????","???? ???? ???? ?????  ?????                      	","??????"
"1431","????????? ??? ???? ????? ????????","Abdulwahab Abdul Hilal Hasir N
Al-Fartousi","??????"
"1432","???????? ???????? ?? ????","Haider Sakhil Mohammed Kazim Al Saud","??????"
"1433","???????? ???????? ?? ????","Heimakarim Khudair Jabbar Al Mayy","??????"
"1434","????? ???? ???? ???? ????","Afrah Jamil Habib Aboud Aboud","??????"
"1435","???? ???? ??? ??? ??????","Narrated by Qasim Hassan Saqr Al-Hadi","??????"
"1436","????? ???? ???????????? ???????","????? ???? ????????? ??? ???????                  	","??????"
"1437","???????? ???? ???? ????????","Haider Fadil Lafta Mohammed Al-Bouchit","??????"
"1438","????? ??? ????? ???? ?????????","Risan Asal Mashghab Aboud Al-Bughanima","??????"
"1439","???? ????? ???? ????? ???????","Ali Suwadi Jabir Bardan Al-Ziyadi","??????"
"144","???? ????????? ???? ????? ???????","Student Abdul Wahid Dhiyab Kharbit Al-Kharbit","???????"
"1440","???? ??? ???????? ???????","???? ??? ???? ????  ???????","??????"
"1441","???? ???? ??? ???? ???????","Karim Nahi Faraj Obaid Al-Ziyadi","??????"
"1442","???? ??? ???? ??? ???????","Ghanem Musa Ali Abdul Musawi","??????"
"1443","????? ???? ????? ???? ????????","Haseer n Salam Kafni
Jader Al-Ghanmi","??????"
"1444","???????? ???? ???? ??????","Zainab Karim Sajit and the people of Ziad","??????"
"1445",".???? ???? ????? ????? ??????","Ahmed Hamid Mazloum Salman Alikat","??????"
"1446","???? ???? ????? ????? ???????","???? ???? ????? ????? ???????","??????"
"1447","???? ???? ????? ???? ???????","Hassoun Mohammed Suwadi HanoufAl-Ziyadi","??????"
"1448","????? ????????? ???? ????????","Asala Taklifkashash Mazid Al-Fatlawi","??????"
"1449","???????? ????? ???? ?? ????","Kamal Al-Kadhim Dhaidan Ali Al-
Ali","??????"
"145","???? ???? ????? ????? ????????","Muhammad Attia Shadhan Atwi Al-Fahdawi","???????"
"1450","????? ???? ???????? ?????","Zahraa Mohammed Hilal Al-Kadhim Man-
dil","??????"
"1451","???? ???? ???? ???? ????????","Muhammad Rasool Dakhil Ali
Al-Rumaithi","??????"
"1452","???? ????? ??????? ???? ?? ????","Rasul Rasin, Abu Hasna, Asi Al Asi","??????"
"1453","???? ????? ????? ????? ???????","Mohammed Rasn Y Sultan Mashloukh
Al-Ziyadi","??????"
"1454","???? ???? ????? ???? ?????","Zainab Rahim Ta'ima stepped on the rain","??????"
"1455","???? ????? ????? ???? ??????","Safaa Rissan Ajimis Marhej the criminal","??????"
