A,Name on ballot,"Candidate

Sequence",,"   Type
      Nominat-
            ion","Electoral
district",,Sex,Candidate's full name,Voter number
242 ,Leadership,9 ,,Alliance,Anbar,,Male,Muhand Abdul Awad Falah Al-Abidi,220 
242 ,Leadership,10 ,,Alliance,Anbar,,Male,Nazim Shaker Abbas Jassim Al-Fahdawi,221 
242 ,Leadership,11 ,,Alliance,Anbar,,Male,Mahmoud Jamil Jassim Hasirn Al-Issawi,222 
242 ,Leadership,12 ,,Alliance,Anbar,,Male,Mohammed Abdul Razzaq Abdul Wahid Abdullah Al-Abdali,223 
242 ,Leadership,13 ,,      Alliance,Anbar,,Male,Riyadh Mahmoud Suwaidan Rashid Al-Daraji,224 
242 ,Leadership,14 ,,      Alliance,Anbar,,Male,"Raed Abbas Jassim Mohammed Al-
Hayani",225 
242 ,Leadership,15 ,,      Alliance,Anbar,,Male,Riyadh KhalafJassim Mohammed Al-Bilawi,226 
242 ,Leadership,17 ,,      Alliance,Anbar,,Male,Saif Sadiq Shihab Ahmed Al-Harni,227 
242 ,Leadership,18 ,,      Alliance,Anbar,,"   female
 ",Nihad Hadi Mohammed Jassim Al-Mohammadi,228 
242 ,Leadership,19 ,,      Alliance,Anbar,,"   female
 ",Ikhlas Muhammad Hamid Salih Al-Muhammadi,229 
242 ,Leadership,20 ,,      Alliance,Anbar,,"   female
 ",Iman Ahmed Mukhlef Gharni Al-Dulaimiyi,230 
242 ,Leadership,21 ,,      Alliance,Anbar,,"   female
 ","Muthanna Dawood Majeed Shalal
Al-Janani",231 
242 ,Leadership,22 ,,      Alliance,Anbar,,Male,"     Jumaa Muhammad Awad Mu-
             hammad al-Hablani",232 
242 ,Leadership,23 ,,      Alliance,Anbar,,"   female
 ",  Asmaa Shaaban Abdel Rajab Al-Rawi,233 
242 ,Leadership,24 ,,      Alliance,Anbar,,"   female
 ",Nour Abbas Fadel Hazim Al-Suwaidawi,234 
242 ,Leadership,25 ,,      Alliance,Anbar,,"   female
 ",Alia Abdel Sattar Abdullah Hammadi Al-Janani,235 
242 ,Leadership,26 ,,      Alliance,Anbar,,Male,Omar Juma Abdullah Arimat Al-Jarisi,236 
242 ,Leadership,28 ,,      Alliance,Anbar,,Male,Ayad KhalafKharbit Salthi Al-Marawi,237 
242 ,Leadership,29 ,,      Alliance,Anbar,,Male,I miss Najib Ahmed Khalifa Al-Khalifawi,238 
246 ,National Expansion Party,1 ,,Party,Anbar,,Male,Saif al-Din Muhammad Hanfoush Habib al-Kargholiyi,239 
246 ,National Expansion Party,2 ,,Party,Anbar,,Male,Ali Saadi is exhausted Ali Al-Aissawi,240 
246 ,National Expansion Party,3 ,,Party,Anbar,,Male,Hussam al-Din Muhammad Hanfoush Habib al-Kargholiyi,241 
246 ,National Expansion Party,4 ,,Party,Anbar,,"   female
 ",Ibtisam Hadi Ayesh Hasirn Al-Ju'anani,242 
246 ,National Expansion Party,5 ,,Party,Anbar,,"   female
 ",   Areej plows Ismail Hassan Al-Mohammadi,243 
255 ,Progress Party,1 ,,Party,Anbar,,Male,The greatness of Hamad Abbas Abdul Jabbar Al-Halbousi,244 
255 ,Progress Party,2 ,,Party,Anbar,,Male,Ahmed Hamed KhalafGhada Al-Jabri,245 
255 ,Progress Party,3 ,,Party,Anbar,,Male,"Bashar Aamj Ismail Mukhlif Al-Akaser
Y",246 
255 ,Progress Party,4 ,,Party,Anbar,,Male,"Wassim Zaben Saleh
Shihan Al-Asafni",247 
255 ,Progress Party,5 ,,Party,Anbar,,Male,Faisal Khaled Aifan Harat Al-Issawi,248 
255 ,Progress Party,6 ,,Party,Anbar,,Male,Saddama Kamel Mohammed Dahl Al-Issawi,249 
255 ,Progress Party,7 ,,Party,Anbar,,Male,ZiadNaji Awad Fanous Al-Hizmawi,250 
255 ,Progress Party,8 ,,Party,Anbar,,Male,Ghazi Faisal Najras and Saud Al-Nimrawi,251 
255 ,Progress Party,9 ,,Party,Anbar,,Male,Maher Othman Hassan Hammadi Al-Fahdawi,252 
255 ,Progress Party,10 ,,Party,Anbar,,Male,Sinan Abdul Amir Hamad NaseefAl-Jumaili,253 
255 ,Progress Party,11 ,,Party,Anbar,,Male,Omar Mishaan Dabous Farhan Dabous,254 
255 ,Progress Party,12 ,,Party,Anbar,,Male,"Mustafa Saab, a slow star, I am hungry",255 
255 ,Progress Party,13 ,,Party,Anbar,,Male,"Walid Ahmed Asi Rabie Al-
Shaabani",256 
255 ,Progress Party,14 ,,Party,Anbar,,Male,"Karami Abdul Ghafoor Ali Hamid
Al-Hadith",257 
255 ,Progress Party,15 ,,Party,Anbar,,Male,Ahmed Khalaf Abdul Shabib Al-Issawi,258 
255 ,Progress Party,16 ,,Party,Anbar,,Male,Ahmed Mutia Abdullah Saud Al Shamri,259 
255 ,Progress Party,17 ,,Party,Anbar,,Male,Anwar Jiyad Attia Ali Al-Asafni,260 
255 ,Progress Party,18 ,,Party,Anbar,,Male,"Anwar Ibrahim Farhan Mal-
ihan Al-Alwani",261 
255 ,Progress Party,19 ,,Party,Anbar,,Male,Sami Kamel Hamad Hasir Al-Falaji,262 
255 ,Progress Party,20 ,,Party,Anbar,,Male,Qaharyousef Hamoud Fadel Al-Hayazei,263 
255 ,Progress Party,21 ,,Party,Anbar,,"female
 ",Iman Musa Hamadi Abtan Al-Mohammadi,264 
255 ,Progress Party,22 ,,Party,Anbar,,"female
 ",Samia Mohammed Khalifa Ghallab Ghallab,265 
255 ,Progress Party,23 ,,Party,Anbar,,"female
 ","The door is closed, Youssef Ezz El-
Din Al-Anni",266 
255 ,Progress Party,24 ,,Party,Anbar,,Male,"Omar Mustafa Ahmed Arsan
Al-Jumaili",267 
255 ,Progress Party,25 ,,Party,Anbar,,"female
 ",Suad Jassim Zidane KhalafAl-Amri,268 
255 ,Progress Party,26 ,,Party,Anbar,,"female
 ",Najat Mazhar Abd Sakkar Al-Kabisi,269 
255 ,Progress Party,27 ,,Party,Anbar,,"female
 ","Oran Munim Saud Rasn Y Al-
Janani",270 
255 ,Progress Party,28 ,,Party,Anbar,,"female
 ",Alaa Rikan Abdulrahman Ibrahim Al-Fahdawi,271 
255 ,Progress Party,29 ,,Party,Anbar,,"female
حیالی حمد ال","
بداء عايد شهاب",272 
255 ,Progress Party,30 ,,Party,Anbar,,Male,"Mohammed Nouri Ahmed Dalliy Alkarboul-
iyy",273 
266 ,"Alliance of Excelle-
nce",1 ,,Alliance,Anbar,,Male,Star Abbas Mohammed Abbas Al-Jumaili,274 
266 ,"Alliance of Excelle-
nce",2 ,,Alliance,Anbar,,Male,Walid Khaled هتیمیي عراك,275 
266 ,"Alliance of Excelle-
nce",3 ,,Alliance,Anbar,,Male,Ahmed Attia Ahmed Ali,276 
266 ,"Alliance of Excelle-
nce",4 ,,Alliance,Anbar,,"female
 ",Hindkamel Saleh Jassim,277 
266 ,"Alliance of Excelle-
nce",5 ,,Alliance,Anbar,,Male,Ihab Fasal Rikan Najris,278 
266 ,"Alliance of Excelle-
nce",6 ,,Alliance,Anbar,,Male,Saad Alloush Abdul Khalaf,279 
266 ,"Alliance of Excelle-
nce",7 ,,Alliance,Anbar,,Male,Ahmed Hamid Khalafkasar,280 
266 ,"Alliance of Excelle-
nce",8 ,,Alliance,Anbar,,"   female
 ",Nadia Amer Mahmoud Mohamed El-Ghamzy,281 
266 ,"Alliance of Excelle-
nce",9 ,,Alliance,Anbar,,Male,Mohammed Hamoud Jassim Hamad,282 
266 ,"Alliance of Excelle-
nce",10 ,,Alliance,Anbar,,Male,"I feel sorry for Saloum Khal-
ifa",283 
266 ,"Alliance of Excelle-
nce",11 ,,Alliance,Anbar,,Male,Hussam Hadi Fneikhan Khalaf,284 
266 ,"Alliance of Excelle-
nce",12 ,,Alliance,Anbar,,"   female
 ",Iman Khamis Shihab Ahmed,285 
266 ,"Alliance of Excelle-
nce",13 ,,Alliance,Anbar,,Male,Abdul Karim Khamis Buzaie Fatikhan Al-Burisha,286 
266 ,"Alliance of Excelle-
nce",14 ,,Alliance,Anbar,,Male,Ahmed Faisal Ali Abdul,287 
266 ,"Alliance of Excelle-
nce",15 ,,Alliance,Anbar,,Male,"Taha Abdul Musleh Ab-
dul Ghathan Y",288 
266 ,"Alliance of Excelle-
nce",16 ,,Alliance,Anbar,,"   female
 ","Rabaa Muhammad Nayel Khalaf
Al-Alwani",289 
266 ,"Alliance of Excelle-
nce",17 ,,Alliance,Anbar,,Male,Abdul Razzaq Hanoush Hamid Mithkal,290 
266 ,"Alliance of Excelle-
nce",18 ,,Alliance,Anbar,,Male,"Mohammed Akash Sarhan Mohammed
Al-Jumaili",291 
266 ,"Alliance of Excelle-
nce",19 ,,Alliance,Anbar,,Male,Dhafer Fakhri Shandi Hassan,292 
266 ,"Alliance of Excelle-
nce",20 ,,Alliance,Anbar,,"   female
 ",Nias Hasir N Ali Atwi,293 
266 ,"Alliance of Excelle-
nce",21 ,,Alliance,Anbar,,Male,Ali Adel Rashid Faisal Al-Hadith,294 
266 ,"Alliance of Excelle-
nce",22 ,,Alliance,Anbar,,Male,"Muhammad Hashem Zabban Hanas-
hal Al-Hatami",295 
266 ,"Alliance of Excelle-
nce",23 ,,Alliance,Anbar,,Male,"Ibrahim Muwaffaq Hamad Muhammad Al-
Kubaisi",296 
266 ,"Alliance of Excelle-
nce",24 ,,Alliance,Anbar,,"   female
 ",Nada Abdul Khalifa Hamad Al-Obaidi,297 
266 ,"Alliance of Excelle-
nce",25 ,,Alliance,Anbar,,Male,Muhammad Muhammad Badi' Abd al-Razzaq Mutlaq Arda'yan,298 
266 ,"Alliance of Excelle-
nce",26 ,,Alliance,Anbar,,"   female
 ",Ibtisam Abbas Farhan Awad Al-Jumaili,299 
266 ,"Alliance of Excelle-
nce",27 ,,Alliance,Anbar,,Male,Khaled Raja Hasir Abdullah Al-Obaidi,300 
266 ,"Alliance of Excelle-
nce",28 ,,Alliance,Anbar,,"   female
 ",Enas Khamis Abdullah Matar,301 
266 ,"Alliance of Excelle-
nce",29 ,,Alliance,Anbar,,Male,Ayad Khalaf Murshid Abdul Faraji,302 
266 ,"Alliance of Excelle-
nce",30 ,,Alliance,Anbar,,Male,Faisal Hasiran Jabbar Abbas,303 
269 ,"National res-
olution",2 ,,Alliance,Anbar,,Male,"Ahmed Abdel-Wahid Kassar Attia
Al-Alwani",304 
269 ,"National res-
olution",3 ,,Alliance,Anbar,,Male,Naeem Abdul Mohsen Omar Shabib Al-Kaoud,305 
269 ,"National res-
olution",4 ,,Alliance,Anbar,,Male,Good morning Abdullah Muhaimid Hajoul Al-Jumaili,306 
269 ,"National res-
olution",5 ,,Alliance,Anbar,,Male,Abdul-Jabbar Hamad Ali Sulaiman Al-Fahdawi,307 
269 ,"National res-
olution",6 ,,Alliance,Anbar,,Male,Terrible Hamid Farhan Hayes Al-Dhayani,308 
269 ,"National res-
olution",7 ,,Alliance,Anbar,,Male,"Muthanna Ismail Turki Matar
al-Dulaimi",309 
269 ,"National res-
olution",8 ,,Alliance,Anbar,,Male,"Saeed Saleh Hasirn Ali Ba-
lia",310 
269 ,"National res-
olution",9 ,,Alliance,Anbar,,Male,"Yasser N Hadi Badawi Marai Al-
Marawi",311 
269 ,"National res-
olution",10 ,,Alliance,Anbar,,Male,Ahmed Khalifa Alawi Abdul-Aissawi,312 
269 ,"National res-
olution",11 ,,Alliance,Anbar,,Male,Omar Abdulrahman Hassan Hammadi Al-Mawli,313 
269 ,"National res-
olution",12 ,,Alliance,Anbar,,Male,Wadih Dakhil Ibrahim Ramidh Al-Mahlawi,314 
269 ,"National res-
olution",13 ,,Alliance,Anbar,,Male,Ayed Sarhan Harat Mohammed Al-Hitawi,315 
269 ,"National res-
olution",14 ,,Alliance,Anbar,,Male,"Anwar Ibrahim Abdul Mishbat Al-
Zubaidi",316 
269 ,"National res-
olution",15 ,,Alliance,Anbar,,Male,"Riyadh Muhammad Abd al-Amr
al-Asafni",317 
269 ,"National res-
olution",16 ,,Alliance,Anbar,,Male,Firas Ahmed Radeef Najm Al-Mohammadi,318 
269 ,"National res-
olution",17 ,,Alliance,Anbar,,Male,Turkish short story by Mast Al-Hayani,319 
269 ,"National res-
olution",18 ,,Alliance,Anbar,,Male,Sinan Ziad Jijan Salem Al-Muhammadi,320 
269 ,"National res-
olution",19 ,,Alliance,Anbar,,Male,Naji KhalafRayhan Suwair Al-Masari,321 
269 ,"National res-
olution",20 ,,Alliance,Anbar,,Male,Wassim Juma Jabir Musaal Al-Issawi,322 
269 ,"National res-
olution",21 ,,Alliance,Anbar,,Male,"Ahmed Qasim Najm Abdullah Al-
Mashhadani",323 
269 ,"National res-
olution",22 ,,Alliance,Anbar,,Male,Abdul Razak Sultan Zidan Ismail Al-Mawli,324 
269 ,"National res-
olution",23 ,,Alliance,Anbar,,"   female
 ",Shaima Daham Awad Abdul Faraji,325 
269 ,"National res-
olution",24 ,,Alliance,Anbar,,"   female
 ",Ban Abdul Rashid Farhan Al-Marawi,326 
269 ,"National res-
olution",25 ,,Alliance,Anbar,,"   female
 ",Hajri Youssef Juirhamdi Al-Hizami,327 
269 ,"National res-
olution",26 ,,Alliance,Anbar,,"   female
 ",Kian Hamid Abdul Salam Abdul Majeed Al-Rawi,328 
269 ,"National res-
olution",27 ,,Alliance,Anbar,,"   female
 ",Ahlam Karim Salthi Jassim Al-Jumaili,329 
269 ,"National res-
olution",28 ,,Alliance,Anbar,,"   female
 ",Amal Hasiran Ali Abdul-Abidi,330 
269 ,"National res-
olution",29 ,,Alliance,Anbar,,"   female
 ","Shahla Rabie Awad Hamad
Al-Alwani",331 
269 ,"National res-
olution",30 ,,Alliance,Anbar,,"   female
 ","Pioneer Yassin Marzouq Hamad Al-
Janani",332 
283 ,Summits Alliance,1 ,,Alliance,Anbar,,Male,Abdul Karim Hassan Ahmed Dahsh Al-Aliawi,333 
283 ,Summits Alliance,2 ,,Alliance,Anbar,,Male,"Mustafa Ayash Mutlaq Muhammad Al-
Kubaisi",334 
283 ,Summits Alliance,3 ,,Alliance,Anbar,,Male,"Harith Sabah Sattam Af-
tan Al-Shar Free",335 
283 ,Summits Alliance,4 ,,      Alliance,Anbar,,Male,"Jassim Mohammed Hamad Has-
iran al-Halbousi",336 
283 ,Summits Alliance,5 ,,      Alliance,Anbar,,Male,Ahmed Abdul Ahmed Daraj Al-Dulaimiyi,337 
283 ,Summits Alliance,6 ,,      Alliance,Anbar,,Male,"Khaled Abdullah Mohsen Mo-
hammed Al-Alwani",338 
283 ,Summits Alliance,7 ,,      Alliance,Anbar,,Male,عامر خلف علاوي ترثوع الفهداوي,339 
283 ,Summits Alliance,8 ,,      Alliance,Anbar,,Male,Majed Mansi Diab Mashouh Al-Marawi,340 
283 ,Summits Alliance,9 ,,      Alliance,Anbar,,Male,Alaa Haseer N Dhuib Hamadi Al-Dulaimiyi,341 
283 ,Summits Alliance,10 ,,      Alliance,Anbar,,Male,"I miss Talib Shwish Mahdi
Al-Asafni",342 
283 ,Summits Alliance,11 ,,      Alliance,Anbar,,Male,"Osama Omar Mahmoud Attia, the narrator",343 
283 ,Summits Alliance,12 ,,      Alliance,Anbar,,Male,Walid Abdelkhaleq Abdelfattah Ahmed Al-Obaidi,344 
283 ,Summits Alliance,13 ,,      Alliance,Anbar,,Male,Saadoun Hamid Abbas Abdullah Al-Issawi,345 
283 ,Summits Alliance,14 ,,      Alliance,Anbar,,Male,Hatem Abdullah Shwaish Jarnan Al-Issawi,346 
283 ,Summits Alliance,15 ,,      Alliance,Anbar,,Male,Zaid Sayyi Abdullah Omar Al-Jabouri,347 
283 ,Summits Alliance,16 ,,      Alliance,Anbar,,Male,"Peace be upon you, Hamdan Obaid Al-Shajer",348 
283 ,Summits Alliance,17 ,,      Alliance,Anbar,,Male,"Mohammed Jassim Suwaid Fahimi Al-
Hayyanni",349 
283 ,Summits Alliance,18 ,,      Alliance,Anbar,,Male,Hamid Kurdi Ahmed Musleh Al-Jalibawi,350 
283 ,Summits Alliance,19 ,,      Alliance,Anbar,,Male,Muhammad Ali Faisal Hamad Al-Muhammadi,351 
283 ,Summits Alliance,20 ,,      Alliance,Anbar,,Male,Sinan Abdulwahab Mansour Sulaiman Al-Shaya,352 
283 ,Summits Alliance,21 ,,      Alliance,Anbar,,Male,Thamer Youssef Hamadi Hasirn Al-Issawi,353 
283 ,Summits Alliance,22 ,,      Alliance,Anbar,,"   female
 ","Azhar Hamid Ali Hasiran Al-
Sidran",354 
283 ,Summits Alliance,23 ,,      Alliance,Anbar,,"   female
 ","Meeting with Mahdi Wardi Hamad Al-
Dulaimi",355 
283 ,Summits Alliance,24 ,,      Alliance,Anbar,,"   female
 ",Magda Ibrahim Mutlaq Ahmed Al-Jumaili,356 
283 ,Summits Alliance,25 ,,      Alliance,Anbar,,"   female
 ",Iman Kurdi Hassan Khalil Al-Aqidi,357 
283 ,Summits Alliance,26 ,,      Alliance,Anbar,,"   female
 ","Salmi Ahmed Lafni
Hamasr Al-Anani",358 
283 ,Summits Alliance,27 ,,      Alliance,Anbar,,"   female
 ",Iftikhar Rafi Abdul Farhan Al-Dulaimiyi,359 
283 ,Summits Alliance,28 ,,      Alliance,Anbar,,"   female
 ",Sahar Abdul Karim Mukhlif Ali Al-Marawi,360 
283 ,Summits Alliance,29 ,,      Alliance,Anbar,,"   female
 ",Ayat Ali Hasir N Hamad Al-Mashhadani,361 
283 ,Summits Alliance,30 ,,      Alliance,Anbar,,Male,"Ayman Salah Hamoud Mohammed
Al-Jghaifen Y",362 
202 ,Sadiqun Movement,1 ,,Party,The egg,,Male,Adi Awad Kazem Mahmoud Al-Hussain,363 
202 ,Sadiqun Movement,2 ,,Party,The egg,,Male,Rafiq Hashim Shanawa Salem Al-Salji,364 
202 ,Sadiqun Movement,3 ,,Party,The egg,,Male,"This is Ali, this is Shalal Al Fadl",365 
202 ,Sadiqun Movement,4 ,,Party,The egg,,"   female
 ",Flower Hamza Ali Hassan Al-Salman,366 
202 ,Sadiqun Movement,5 ,,Party,The egg,,Male,Muhammad Kamil Hanun Abu Al-Hail Al-Hajj Wadi,367 
202 ,Sadiqun Movement,6 ,,Party,The egg,,Male,"Imad Naeem Jaber Man-
anri Al-Anri",368 
202 ,Sadiqun Movement,7 ,,Party,The egg,,Male,Jassim Jahil Hilal Marzah Al-Hamidi,369 
202 ,Sadiqun Movement,8 ,,Party,The egg,,"   female
 ",Sarah Tawfiq Kanan Habib Al-Salji,370 
202 ,Sadiqun Movement,9 ,,Party,The egg,,Male,Nasser Samari Jafar Nasser Al-Miyaji,371 
202 ,Sadiqun Movement,10 ,,Party,The egg,,Male,"Jabbar Amir N Jabbar Muslim Al-
Lateef",372 
202 ,Sadiqun Movement,11 ,,Party,The egg,,Male,"Alawi Abbas Jassim Mo-
hammed Al-Wafeni",373 
202 ,Sadiqun Movement,12 ,,Party,The egg,,"   female
 ","Zahraa Abdul Redha Abdul Zahra Abdul Haseer N
Al-Bu Salim",374 
202 ,Sadiqun Movement,13 ,,Party,The egg,,Male,Jalal Abbas Golan Marhej Al-Muhammad,375 
202 ,Sadiqun Movement,14 ,,Party,The egg,,Male,Abdul Hakim Qaddouri Abdul Wahid Zaibal the best,376 
202 ,Sadiqun Movement,15 ,,Party,The egg,,Male,Ahmed Hassan Issa Nasser Alao,377 
202 ,Sadiqun Movement,16 ,,Party,The egg,,Male,"The banks of the Nazem inside the Ma-
houd Al-Bouali",378 
202 ,Sadiqun Movement,17 ,,Party,The egg,,Male,"Peace be upon you, Juma Hashim, the masters of Al-Badri",379 
202 ,Sadiqun Movement,18 ,,Party,The egg,,Male,"Joudah Salman Ali Hasiran Has-
iran",380 
202 ,Sadiqun Movement,19 ,,Party,The egg,,Male,"Mustafa Kenan Mustafa Mansour
Al-Tamimi",381 
202 ,Sadiqun Movement,20 ,,Party,The egg,,"   female
 ",Raja Fadel Aziz Hassounni Al-Hamdi,382 
202 ,Sadiqun Movement,21 ,,Party,The egg,,Male,Majid Hamed Dinar Salman Al-Khalidi,383 
202 ,Sadiqun Movement,22 ,,Party,The egg,,Male,Adi Hatem Hajoul Rasn Y Al Lawi,384 
202 ,Sadiqun Movement,23 ,,Party,The egg,,Male,Ali Talib Abdullah Kased Al-Badran,385 
202 ,Sadiqun Movement,24 ,,Party,The egg,,"   female
 ",Amal Mohammed Abdul Karim Abdullah Al-Abdullah,386 
202 ,Sadiqun Movement,25 ,,Party,The egg,,Male,"Muhand Hasirn Muhan Rahirn Al-
Ghazi",387 
202 ,Sadiqun Movement,26 ,,Party,The egg,,Male,"Ahmad Hamed Dawood Jaber Al-
Attasi",388 
202 ,Sadiqun Movement,27 ,,Party,The egg,,Male,Ali Asi Nimr Hassan Al-Atab,389 
202 ,Sadiqun Movement,28 ,,Party,The egg,,"   female
 ",Afrah Talib Ali Haider Al-Hilal,390 
202 ,Sadiqun Movement,29 ,,Party,The egg,,Male,"Ihsan Munawwar Abdul Nathi Shila
Al-Aboud",391 
202 ,Sadiqun Movement,30 ,,Party,The egg,,Male,Hasir N Hadi Mahjarnasr Al-Hilal,392 
202 ,Sadiqun Movement,31 ,,Party,The egg,,Male,"Ahmad Rasani Lazmi, the host of
the show, Zaidawi",393 
202 ,Sadiqun Movement,32 ,,Party,The egg,,"female
 ",Wajdan Abdul Latif Nima Sabouji Al-Zalimi,394 
202 ,Sadiqun Movement,33 ,,Party,The egg,,Male,Fares Hadi Muhammad Jawad Abdul Karim Al-Taimah,395 
202 ,Sadiqun Movement,34 ,,Party,The egg,,Male,"I swear to God, I will punish you, my
neighbor",396 
202 ,Sadiqun Movement,35 ,,Party,The egg,,Male,Ammar Abdul Rahim Ahmed Mohammed Al-Abd Al-Imam,397 
202 ,Sadiqun Movement,36 ,,Party,The egg,,"female
 ","Hanan Fakher Mohammed
Fahd Al-Zarkanani",398 
202 ,Sadiqun Movement,37 ,,Party,The egg,,Male,"Organized by Hassan Shanshol Ghanem Al-
Lami",399 
202 ,Sadiqun Movement,38 ,,Party,The egg,,Male,"Alaa Jawad Moham-
med Shabl Al-Arzfari",400 
202 ,Sadiqun Movement,39 ,,Party,The egg,,"female
 ",Alaa Awda KhalafHaseer N Al-Moussawi,401 
202 ,Sadiqun Movement,40 ,,Party,The egg,,Male,Muhammad Hasir N Muhammad Brij Al-Mousawi,402 
202 ,Sadiqun Movement,41 ,,Party,The egg,,"female
 ",Nadia Mohammed Jikmish Al-Aboudi,403 
202 ,Sadiqun Movement,42 ,,Party,The egg,,Male,Samir Qasim Salman Qasim Al-Qatrani,404 
202 ,Sadiqun Movement,43 ,,Party,The egg,,Male,"Hassan Abdul Latif Nasir Hasir N Al Has-
san",405 
202 ,Sadiqun Movement,44 ,,Party,The egg,,"female
 ","Baraa Qasim Jiyad Salman Al-Dhaifin
Y",406 
202 ,Sadiqun Movement,45 ,,Party,The egg,,Male,Ali Faleh Awad Rashid Abbas,407 
202 ,Sadiqun Movement,46 ,,Party,The egg,,"female
 ",Susan Habib Hasiran Ali Al-Moussawi,408 
202 ,Sadiqun Movement,47 ,,Party,The egg,,Male,"
Ali Abdul-Hafiz Ibrahim Musa Al-Salji",409 
202 ,Sadiqun Movement,48 ,,Party,The egg,,Male,Samer MuzayidNaji Al-Bouad,410 
202 ,Sadiqun Movement,49 ,,Party,The egg,,"female
 ",Call of Rasn Abdul Sahib Jaber Al-Saadi,411 
202 ,Sadiqun Movement,50 ,,Party,The egg,,Male,Wajdi Abdel-Hassan Sarhan Aflak Emirate,412 
207 ,"Reconstruction and Development Coali-
tion",1 ,,Alliance,Theeggان التمیمییي,,Maleفن منصوركنع,مزاحم مصط,413 
207 ,"Reconstruction and Development Coali-
tion",2 ,,Alliance,The egg,,Male,Abdul Amir Najm Abdullah Madlul Al-Miyaji,414 
207 ,"Reconstruction and Development Coali-
tion",3 ,,Alliance,The egg,,Male,Abbas Hayal but Hasirn Al-Maliki,415 
207 ,"Reconstruction and Development Coali-
tion",4 ,,Alliance,The egg,,"female
 ","Jawad Kazem Hamadi Al-
Halfan Revolution",416 
207 ,"Reconstruction and Development Coali-
tion",5 ,,Alliance,The egg,,Male,Mohammed Baji Aboud Saleh Al-Maliki,417 
207 ,"Reconstruction and Development Coali-
tion",6 ,,Alliance,The egg,,Male,"Qader Kazim Baridi Sanafni Al-
Abadi",418 
207 ,"Reconstruction and Development Coali-
tion",7 ,,Alliance,The egg,,Male,Rajab Abdulwahid Majeed Abdulhassan Muzaffar,419 
207 ,"Reconstruction and Development Coali-
tion",8 ,,Alliance,The egg,,"   female
 ","Residents ofFalak Rahima Hassan
                   Al-Maliki",420 
207 ,"Reconstruction and Development Coali-
tion",9 ,,Alliance,The egg,,Male,  Ahmed Dagherjasm Kazem Al-Shabithi,421 
207 ,"Reconstruction and Development Coali-
tion",10 ,,Alliance,The egg,,Male,"   Ammar Abdul Wahab Abdul Ha-
           kim Musa Al-Sawafni",422 
207 ,"Reconstruction and Development Coali-
tion",11 ,,Alliance,The egg,,Male,"  Abdulkadhim Karim Jalil Habib
                    Al-Kanani",423 
207 ,"Reconstruction and Development Coali-
tion",12 ,,Alliance,The egg,,"   female
 ", Hawra Aziz Hamid Hassan Al-Ali,424 
207 ,"Reconstruction and Development Coali-
tion",13 ,,Alliance,The egg,,Male,Saad Rashash Jiyad Daghralamarah,425 
207 ,"Reconstruction and Development Coali-
tion",14 ,,Alliance,The egg,,Male,Abdulrahman Sadiq Jaafar Laithi Haj Wadi,426 
207 ,"Reconstruction and Development Coali-
tion",15 ,,Alliance,The egg,,Male,"Return of Mohammed Awad Sultan
Al-Yinon",427 
207 ,"Reconstruction and Development Coali-
tion",16 ,,Alliance,The egg,,"   female
 ",Intesar Hassan Youssef Hassan Al-Jazaery,428 
207 ,"Reconstruction and Development Coali-
tion",17 ,,Alliance,The egg,,Male,Abbas Abdul Haseer N Khalaf Hassoun Al-Hajjaj,429 
207 ,"Reconstruction and Development Coali-
tion",18 ,,Alliance,The egg,,Male,"The reproach of the galab, the king
of the wealthy",430 
207 ,"Reconstruction and Development Coali-
tion",19 ,,Alliance,The egg,,Male,"Mustafa Abbas Abboud Mukhtar al-
Mukhtar",431 
207 ,"Reconstruction and Development Coali-
tion",20 ,,Alliance,The egg,,"   female
 ",Ghofran Majed Makki Taher Falah,432 
207 ,"Reconstruction and Development Coali-
tion",21 ,,Alliance,The egg,,"   female
 ",Ghada Hasir N Ahmed Hasir N Al-Ashour,433 
207 ,"Reconstruction and Development Coali-
tion",22 ,,Alliance,The egg,,Male,"   Ahmed Abdel-Hasir Nakazem Moham-
                        med Mazra'a",434 
207 ,"Reconstruction and Development Coali-
tion",23 ,,Alliance,The egg,,Male,Ali Badie Juma Rashm Al-Asadi,435 
207 ,"Reconstruction and Development Coali-
tion",24 ,,Alliance,The egg,,"   female
 ",Narrated by Muhammad Abdullah Muhammad Al-Rashed,436 
207 ,"Reconstruction and Development Coali-
tion",25 ,,Alliance,The egg,,Male,Asaad Jassim Adharsaji Alinon,437 
207 ,"Reconstruction and Development Coali-
tion",26 ,,Alliance,The egg,,Male,Jabbar Abdulkhaliq Abdulhassir Sarr in evil in,438 
207 ,"Reconstruction and Development Coali-
tion",27 ,,Alliance,The egg,,Male,"Ahmed Khair Allah Malfout Ma'arij
Al-Mariani",439 
207 ,"Reconstruction and Development Coali-
tion",28 ,,Alliance,The egg,,"   female
 ",Sahar Ali Awda Abdul Jalil Al-Hallaf,440 
207 ,"Reconstruction and Development Coali-
tion",29 ,,Alliance,The egg,,Male,"Jabbar Nasser Basir, my beloved ha-
ppiness",441 
207 ,"Reconstruction and Development Coali-
tion",30 ,,Alliance,The egg,,Male,Mohamed Diaa Mohamed Samir Al-Lafta,442 
